Verification type,Type,SubType,Lane configuration,Width,Support,Positioning of internal forces influence line,Action effect,Span,"?Q1,global","?Q2,global","?q,global Class+","?q,global Class","?Q1,local","?Q2,local"
Both,Slab,Short,Bi2L,9,Fixed,p1,MxMid,6,0.55,0.35,-1.115900127,-1.188062903,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p1,MxMid,8,0.55,0.35,-0.869504268,-0.827961566,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p1,MxMid,10,0.55,0.35,-0.59731849,-0.581688406,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p1,MxEdg,4,0.55,0.35,-1.306085971,-1.341465144,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p1,MxEdg,6,0.55,0.35,-0.958419563,-0.871504372,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p1,MxEdg,8,0.55,0.35,-0.466251217,-0.629168509,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p1,MxEdg,10,0.55,0.35,-0.180672355,-0.411845051,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p2,V,4,0.55,0.35,-1.255036108,-1.235844987,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p2,V,6,0.55,0.35,-1.100040195,-1.208588441,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p2,V,8,0.55,0.35,-0.886565452,-0.82603031,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p2,V,10,0.55,0.35,-0.651480332,-0.754310005,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p2,Mp,4,0.55,0.35,-1.02366367,-1.010684267,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p2,Mp,6,0.55,0.35,-1.458463924,-1.487062098,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p2,Mp,8,0.55,0.35,-1.208763647,-1.266884387,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p2,Mp,10,0.55,0.35,-1.160266836,-1.235213186,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p2,Mn,4,0.55,0.35,-1.539533899,-1.540512764,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p2,Mn,6,0.55,0.35,-1.326381599,-1.214704466,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p2,Mn,8,0.55,0.35,-0.792511366,-0.90915981,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p2,Mn,10,0.55,0.35,-0.483767937,-0.58544333,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p2,MxMid,4,0.55,0.35,-0.933181513,-0.758964349,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p2,MxMid,6,0.55,0.35,-0.936879214,-0.870879593,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p2,MxMid,8,0.55,0.35,-0.532311242,-0.631880521,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p2,MxMid,10,0.55,0.35,-0.380387943,-0.446187809,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p2,MxEdg,4,0.55,0.35,-1.516933732,-1.521058999,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p2,MxEdg,6,0.55,0.35,-1.365404679,-1.253049662,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p2,MxEdg,8,0.55,0.35,-0.807423226,-0.928215939,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p2,MxEdg,10,0.55,0.35,-0.425718218,-0.594544237,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p3,V,4,0.55,0.35,-2.530643962,-2.531051242,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p3,V,6,0.55,0.35,-1.927646908,-1.926427592,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p3,V,8,0.55,0.35,-1.445585815,-1.443736298,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p3,V,10,0.55,0.35,-1.128815966,-1.129737917,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p3,Mp,4,0.55,0.35,-1.880485023,-1.881622213,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p3,Mp,6,0.55,0.35,-1.789137977,-1.789048525,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p3,Mp,8,0.55,0.35,-1.553724704,-1.553437639,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p3,Mp,10,0.55,0.35,-1.236129775,-1.236364503,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p3,Mn,4,0.55,0.35,-2.350969734,-2.350248444,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p3,Mn,6,0.55,0.35,-1.414276495,-1.41374818,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p3,Mn,8,0.55,0.35,-0.901122643,-0.900691698,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p3,Mn,10,0.55,0.35,-0.594135372,-0.597281445,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p3,MxMid,4,0.55,0.35,-2.541618447,-2.540386453,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p3,MxMid,6,0.55,0.35,-1.922565413,-1.922314623,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p3,MxMid,8,0.55,0.35,-1.447170756,-1.446939231,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p3,MxMid,10,0.55,0.35,-1.115136634,-1.115281146,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p3,MxEdg,4,0.55,0.35,-2.412086697,-2.411356561,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p3,MxEdg,6,0.55,0.35,-1.438943746,-1.438387344,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p3,MxEdg,8,0.55,0.35,-0.894962366,-0.894567481,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p3,MxEdg,10,0.55,0.35,-0.596451856,-0.600016634,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p1,V,4,0.55,0.35,-1.256635745,-1.329348144,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p1,V,6,0.55,0.35,-0.918022875,-0.909118543,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p1,V,8,0.55,0.35,-0.657416114,-0.74476826,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p1,V,10,0.55,0.35,-0.506520894,-0.553975747,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p1,Mp,4,0.55,0.35,-0.851977072,-0.841895895,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p1,Mp,6,0.55,0.35,-1.011417244,-1.102984212,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p1,Mp,8,0.55,0.35,-0.878149087,-0.855299784,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p1,Mp,10,0.55,0.35,-0.674811443,-0.801595039,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p1,Mn,4,0.55,0.35,-1.350543522,-1.398013117,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p1,Mn,6,0.55,0.35,-0.97214171,-1.076992581,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p1,Mn,8,0.55,0.35,-0.493522646,-0.621729895,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p1,Mn,10,0.55,0.35,-0.222745378,-0.416945523,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p1,MxMid,4,0.55,0.35,-1.447269259,-1.468655503,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p1,MxMid,6,0.55,0.35,-0.918809225,-1.036753338,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p1,MxMid,8,0.55,0.35,-0.629603103,-0.631689277,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p1,MxMid,10,0.55,0.35,-0.397176741,-0.595560944,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p1,MxEdg,4,0.55,0.35,-1.375334642,-1.430170565,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p1,MxEdg,6,0.55,0.35,-0.951474016,-1.056379353,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p1,MxEdg,8,0.55,0.35,-0.489558229,-0.625007435,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p1,MxEdg,10,0.55,0.35,-0.278330474,-0.414632732,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p2,V,4,0.55,0.35,-1.472986245,-1.517554319,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p2,V,6,0.55,0.35,-1.201553232,-1.140123959,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p2,V,8,0.55,0.35,-0.840117609,-0.976995997,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p2,V,10,0.55,0.35,-0.712371501,-0.713315789,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p2,Mp,4,0.55,0.35,-1.41745598,-1.409902788,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p2,Mp,6,0.55,0.35,-1.330788581,-1.377103189,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p2,Mp,8,0.55,0.35,-1.152557076,-1.201953344,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p2,Mp,10,0.55,0.35,-0.950296857,-0.957245448,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p2,Mn,4,0.55,0.35,-1.640168984,-1.679100234,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p2,Mn,6,0.55,0.35,-1.229809548,-1.243517122,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p2,Mn,8,0.55,0.35,-0.684757191,-0.761195313,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p2,Mn,10,0.55,0.35,-0.361527061,-0.496609781,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p2,MxMid,4,0.55,0.35,-1.079949824,-1.171808528,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p2,MxMid,6,0.55,0.35,-0.739576572,-0.880586885,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p2,MxMid,8,0.55,0.35,-0.316665942,-0.536488787,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p2,MxMid,10,0.55,0.35,-0.264508434,-0.378492143,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p2,MxEdg,4,0.55,0.35,-1.638138989,-1.680103948,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p2,MxEdg,6,0.55,0.35,-1.222961676,-1.279994139,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p2,MxEdg,8,0.55,0.35,-0.706639018,-0.806184105,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p2,MxEdg,10,0.55,0.35,-0.357825972,-0.493358802,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p3,V,4,0.55,0.35,-2.459671131,-2.459191301,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p3,V,6,0.55,0.35,-1.822126124,-1.820808022,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p3,V,8,0.55,0.35,-1.373104586,-1.371578035,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p3,V,10,0.55,0.35,-1.066809721,-1.068902014,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p3,Mp,4,0.55,0.35,-1.8854839,-1.885139677,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p3,Mp,6,0.55,0.35,-1.645383475,-1.645230064,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p3,Mp,8,0.55,0.35,-1.223277399,-1.22328694,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p3,Mp,10,0.55,0.35,-0.903190837,-0.904390844,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p3,Mn,4,0.55,0.35,-2.216537417,-2.216294295,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p3,Mn,6,0.55,0.35,-1.207937782,-1.207454153,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p3,Mn,8,0.55,0.35,-0.768280897,-0.768039787,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p3,Mn,10,0.55,0.35,-0.413083014,-0.419895553,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p3,MxMid,4,0.55,0.35,-2.376145736,-2.375398417,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p3,MxMid,6,0.55,0.35,-1.640810065,-1.640537286,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p3,MxMid,8,0.55,0.35,-1.207528054,-1.207381942,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p3,MxMid,10,0.55,0.35,-0.921087364,-0.922064345,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p3,MxEdg,4,0.55,0.35,-2.325968848,-2.325508639,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p3,MxEdg,6,0.55,0.35,-1.233823912,-1.233326169,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p3,MxEdg,8,0.55,0.35,-0.786938222,-0.786749582,0.55,0.4
Both,Slab,Short,Bi2L,9,Semi,p3,MxEdg,10,0.55,0.35,-0.381364367,-0.389005042,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p1,V,4,0.55,0.35,-1.033328331,-1.216732263,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p1,V,6,0.55,0.35,-0.313740651,-0.386389705,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p1,V,8,0.55,0.35,-0.096722789,-0.279838452,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p1,V,10,0.55,0.35,0.097138133,-0.110272095,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p1,Mp,4,0.55,0.35,-0.622809467,-0.6838687,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p1,Mp,6,0.55,0.35,-0.698352818,-0.943426865,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p1,Mp,8,0.55,0.35,-0.471508137,-0.477251468,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p1,Mp,10,0.55,0.35,-0.182593649,-0.580757705,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p1,Mn,4,0.55,0.35,-1.024846559,-1.181893336,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p1,Mn,6,0.55,0.35,-0.183306368,-0.472513744,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p1,Mn,8,0.55,0.35,0.198179671,-0.133397847,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p1,Mn,10,0.55,0.35,0.385428537,0.112110434,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p1,MxMid,4,0.55,0.35,-1.32281704,-1.413110821,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p1,MxMid,6,0.55,0.35,-0.671418314,-0.907904291,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p1,MxMid,8,0.55,0.35,-0.172647173,-0.476337777,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p1,MxMid,10,0.55,0.35,0.155704819,-0.123292733,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p1,MxEdg,4,0.55,0.35,-1.084543804,-1.232289995,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p1,MxEdg,6,0.55,0.35,-0.192804832,-0.47987605,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p1,MxEdg,8,0.55,0.35,0.202852294,-0.126162039,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p1,MxEdg,10,0.55,0.35,0.484628324,0.211997006,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p2,V,4,0.55,0.35,-1.22825944,-1.360075443,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p2,V,6,0.55,0.35,-0.655010831,-0.498816454,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p2,V,8,0.55,0.35,-0.117754245,-0.548677158,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p2,V,10,0.55,0.35,-0.066902543,-0.335463651,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p2,Mp,4,0.55,0.35,-1.12539994,-1.152805496,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p2,Mp,6,0.55,0.35,-0.840016004,-0.976781529,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p2,Mp,8,0.55,0.35,-0.872675075,-0.851416685,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p2,Mp,10,0.55,0.35,-0.597597383,-0.69945411,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p2,Mn,4,0.55,0.35,-1.316712356,-1.030542638,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p2,Mn,6,0.55,0.35,-0.63235364,-0.604661256,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p2,Mn,8,0.55,0.35,0.006467431,-0.452882103,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p2,Mn,10,0.55,0.35,0.157569849,-0.108445722,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p2,MxMid,4,0.55,0.35,0.283479026,-0.180415426,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p2,MxMid,6,0.55,0.35,-0.153040468,-0.46239794,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p2,MxMid,8,0.55,0.35,0.324691125,-0.103685124,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p2,MxMid,10,0.55,0.35,0.405658619,0.127084256,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p2,MxEdg,4,0.55,0.35,-1.304247385,-1.001129907,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p2,MxEdg,6,0.55,0.35,-0.64821329,-0.601499923,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p2,MxEdg,8,0.55,0.35,-0.005986186,-0.468006426,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p2,MxEdg,10,0.55,0.35,0.147239235,-0.121386114,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p3,V,4,0.55,0.35,-1.464266764,-1.602841945,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p3,V,6,0.55,0.35,-1.166647128,-1.118385391,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p3,V,8,0.55,0.35,-0.653790096,-0.716493611,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p3,V,10,0.55,0.35,-0.434603978,-0.605862462,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p3,Mp,4,0.55,0.35,-1.045699737,-1.040565773,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p3,Mp,6,0.55,0.35,-1.118146392,-1.123715303,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p3,Mp,8,0.55,0.35,-0.900066103,-0.528724609,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p3,Mp,10,0.55,0.35,-0.640635915,-0.380041419,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p3,Mn,4,0.55,0.35,-1.514311467,-1.530662533,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p3,Mn,6,0.55,0.35,-0.798589687,-0.741065641,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p3,Mn,8,0.55,0.35,-0.211647719,-0.405506858,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p3,Mn,10,0.55,0.35,0.096572369,-0.150012833,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p3,MxMid,4,0.55,0.35,-1.792853948,-1.801423164,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p3,MxMid,6,0.55,0.35,-1.135948893,-1.101266368,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p3,MxMid,8,0.55,0.35,-0.627644748,-0.68215355,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p3,MxMid,10,0.55,0.35,-0.273070653,-0.309801088,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p3,MxEdg,4,0.55,0.35,-1.575391549,-1.590843473,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p3,MxEdg,6,0.55,0.35,-0.834500931,-0.382138552,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p3,MxEdg,8,0.55,0.35,-0.217406846,-0.416575491,0.55,0.4
Both,Slab,Short,Bi4L,18,Fixed,p3,MxEdg,10,0.55,0.35,0.065435995,-0.089229563,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p1,V,4,0.55,0.35,-0.927288376,-0.885676945,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p1,V,6,0.55,0.35,-0.379380897,-0.51124621,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p1,V,8,0.55,0.35,-0.075440388,-0.281781169,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p1,V,10,0.55,0.35,0.081614827,-0.134613415,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p1,Mp,4,0.55,0.35,-0.885967348,-0.9999871,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p1,Mp,6,0.55,0.35,-0.57362848,-0.467631624,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p1,Mp,8,0.55,0.35,-0.240423209,-0.405187953,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p1,Mp,10,0.55,0.35,0.013494967,-0.398378989,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p1,Mn,4,0.55,0.35,-1.015915615,-1.175486689,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p1,Mn,6,0.55,0.35,-0.143778207,-0.578463369,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p1,Mn,8,0.55,0.35,0.161927026,-0.139727022,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p1,Mn,10,0.55,0.35,0.341439578,0.076592874,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p1,MxMid,4,0.55,0.35,-1.156556119,-1.278898294,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p1,MxMid,6,0.55,0.35,-0.385318143,-0.331935028,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p1,MxMid,8,0.55,0.35,0.13616786,-0.222529376,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p1,MxMid,10,0.55,0.35,0.31958836,0.046202417,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p1,MxEdg,4,0.55,0.35,-1.065712717,-1.234318052,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p1,MxEdg,6,0.55,0.35,-0.101649149,-0.529052626,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p1,MxEdg,8,0.55,0.35,0.20281402,-0.105587702,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p1,MxEdg,10,0.55,0.35,0.535411408,0.278715157,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p2,V,4,0.55,0.35,-1.092877176,-0.868510375,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p2,V,6,0.55,0.35,-0.519928213,-0.54481029,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p2,V,8,0.55,0.35,-0.269160127,-0.498602787,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p2,V,10,0.55,0.35,-0.082434392,-0.325313146,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p2,Mp,4,0.55,0.35,-0.923758192,-0.986215648,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p2,Mp,6,0.55,0.35,-0.986156046,-0.924279624,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p2,Mp,8,0.55,0.35,-0.59597235,-0.70006883,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p2,Mp,10,0.55,0.35,-0.323167577,-0.482905935,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p2,Mn,4,0.55,0.35,-0.976990009,-1.08695642,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p2,Mn,6,0.55,0.35,-0.452130683,-0.563568179,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p2,Mn,8,0.55,0.35,-0.005029306,-0.291602308,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p2,Mn,10,0.55,0.35,0.203402221,-0.042661741,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p2,MxMid,4,0.55,0.35,-0.62204877,-0.79458884,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p2,MxMid,6,0.55,0.35,-0.011179325,-0.336629395,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p2,MxMid,8,0.55,0.35,0.3715765,0.055045087,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p2,MxMid,10,0.55,0.35,0.416116199,0.176191184,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p2,MxEdg,4,0.55,0.35,-0.843027578,-0.962162418,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p2,MxEdg,6,0.55,0.35,-0.544243069,-0.634028219,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p2,MxEdg,8,0.55,0.35,-0.036352736,-0.322517381,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p2,MxEdg,10,0.55,0.35,0.233305941,-0.024645467,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p3,V,4,0.55,0.35,-1.528093436,-1.551859903,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p3,V,6,0.55,0.35,-1.041198016,-1.026885322,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p3,V,8,0.55,0.35,-0.581700107,-0.656692056,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p3,V,10,0.55,0.35,-0.357176569,-0.531639842,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p3,Mp,4,0.55,0.35,-1.196260843,-1.192782663,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p3,Mp,6,0.55,0.35,-0.584926666,-1.009240019,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p3,Mp,8,0.55,0.35,-0.381460555,-0.402658174,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p3,Mp,10,0.55,0.35,-0.397377176,-0.24771417,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p3,Mn,4,0.55,0.35,-1.305775001,-1.322813853,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p3,Mn,6,0.55,0.35,-0.597319777,-0.269197177,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p3,Mn,8,0.55,0.35,-0.101287267,-0.312692187,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p3,Mn,10,0.55,0.35,0.067606611,-0.078694687,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p3,MxMid,4,0.55,0.35,-1.365264534,-1.279240853,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p3,MxMid,6,0.55,0.35,-0.83149909,-0.956949538,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p3,MxMid,8,0.55,0.35,-0.395710311,-0.447053277,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p3,MxMid,10,0.55,0.35,-0.324153117,-0.354638129,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p3,MxEdg,4,0.55,0.35,-1.428987486,-1.446240281,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p3,MxEdg,6,0.55,0.35,-0.660289007,-0.319228461,0.55,0.4
